OrderId,OrderDate,ProdId,CustId,Qty,IsHonored
955457,2023-06-24,29,15,10,False
955458,2023-06-24,24,96,6,True
955459,2023-06-24,17,48,12,False
955460,2023-06-24,33,21,5,True
955461,2023-06-24,2,13,1,True
955462,2023-06-24,27,4,10,True
955463,2023-06-24,7,96,5,True
955464,2023-06-24,38,36,10,True
955465,2023-06-24,1,62,2,True
955466,2023-06-24,11,94,5,True
955467,2023-06-24,13,82,8,False
955468,2023-06-24,2,74,25,False
955469,2023-06-24,28,19,14,False
955470,2023-06-24,13,58,10,False
955471,2023-06-24,40,57,25,False
955472,2023-06-24,38,34,15,True
955473,2023-06-24,18,91,2,True
955474,2023-06-24,10,79,14,False
955475,2023-06-24,40,73,10,True
955476,2023-06-24,23,19,10,False
955477,2023-06-24,1,97,20,True
955478,2023-06-24,29,78,25,False
955479,2023-06-24,12,15,20,False
955480,2023-06-24,32,57,6,True
955481,2023-06-24,32,53,1,True
955482,2023-06-24,16,93,6,True
955483,2023-06-24,11,9,5,True
955484,2023-06-24,24,32,15,True
955485,2023-06-24,24,96,20,True
955486,2023-06-24,16,82,1,True
955487,2023-06-24,12,69,1,True
955488,2023-06-24,1,76,2,True
955489,2023-06-24,4,76,15,True
955490,2023-06-24,10,55,25,False
955491,2023-06-24,9,32,14,True
955492,2023-06-24,11,45,6,True
955493,2023-06-24,12,42,20,False
955494,2023-06-24,26,71,14,True
955495,2023-06-24,23,15,2,False
955496,2023-06-24,19,57,14,True
955497,2023-06-24,23,33,10,False
955498,2023-06-24,40,47,20,False
955499,2023-06-24,29,41,1,True
955500,2023-06-24,20,22,15,True
955501,2023-06-24,6,41,1,True
955502,2023-06-24,4,34,20,False
955503,2023-06-24,19,46,12,True
955504,2023-06-24,37,55,1,True
955505,2023-06-24,27,60,1,True
955506,2023-06-24,5,44,10,False
955507,2023-06-24,20,98,15,True
955508,2023-06-24,14,50,12,False
955509,2023-06-24,26,78,10,True
955510,2023-06-24,37,76,8,False
955511,2023-06-24,13,34,8,False
955512,2023-06-24,10,75,8,False
955513,2023-06-24,6,49,1,True
955514,2023-06-24,8,33,15,True
955515,2023-06-24,24,85,5,True
955516,2023-06-24,18,56,15,True
955517,2023-06-24,16,5,2,True
955518,2023-06-24,31,96,25,False
955519,2023-06-24,31,49,8,True
955520,2023-06-24,12,60,14,True
955521,2023-06-24,12,33,5,False
955522,2023-06-24,40,4,15,False
955523,2023-06-24,16,11,25,True
955524,2023-06-24,29,29,10,False
955525,2023-06-24,20,51,14,False
955526,2023-06-24,31,16,15,False
955527,2023-06-24,30,28,15,True
955528,2023-06-24,7,57,1,True
955529,2023-06-24,19,20,10,True
955530,2023-06-24,12,30,8,False
955531,2023-06-24,5,42,15,False
955532,2023-06-24,9,53,25,False
955533,2023-06-24,30,18,8,True
955534,2023-06-24,26,59,15,False
955535,2023-06-24,7,47,20,True
955536,2023-06-24,9,11,15,False
955537,2023-06-24,7,4,15,True
955538,2023-06-24,15,60,10,True
955539,2023-06-24,5,49,8,True
955540,2023-06-24,1,31,2,True
955541,2023-06-24,12,16,15,False
955542,2023-06-24,11,17,6,False
955543,2023-06-24,12,23,8,False
955544,2023-06-24,3,36,5,True
955545,2023-06-24,8,81,15,False
955546,2023-06-24,36,25,6,True
955547,2023-06-24,14,68,2,True
955548,2023-06-24,28,34,15,False
955549,2023-06-24,27,84,5,False
955550,2023-06-24,19,78,5,True
955551,2023-06-24,12,28,10,False
955552,2023-06-24,7,30,25,False
955553,2023-06-24,12,44,15,False
955554,2023-06-24,5,12,12,False
955555,2023-06-24,34,5,6,True
955556,2023-06-24,16,84,5,True
955557,2023-06-24,39,97,2,True
955558,2023-06-24,6,64,6,True
955559,2023-06-24,14,25,2,True
955560,2023-06-24,5,35,5,False
955561,2023-06-24,22,2,25,False
955562,2023-06-24,25,6,1,True
955563,2023-06-24,34,1,6,True
955564,2023-06-24,4,94,2,False
955565,2023-06-24,4,46,12,False
955566,2023-06-24,12,14,14,False
955567,2023-06-24,39,85,1,True
955568,2023-06-24,38,55,12,False
955569,2023-06-24,23,21,20,False
955570,2023-06-24,11,8,2,False
955571,2023-06-24,11,82,20,False
955572,2023-06-24,26,85,12,False
955573,2023-06-24,19,82,1,True
955574,2023-06-24,8,33,20,False
955575,2023-06-24,3,6,5,True
955576,2023-06-24,27,15,14,False
955577,2023-06-24,32,44,20,False
955578,2023-06-24,30,98,6,True
955579,2023-06-24,7,91,1,True
955580,2023-06-24,10,48,12,False
955581,2023-06-24,24,60,20,False
955582,2023-06-24,39,6,25,True
955583,2023-06-24,18,41,5,True
955584,2023-06-24,9,18,15,False
955585,2023-06-24,38,64,15,False
955586,2023-06-24,31,67,25,False
955587,2023-06-24,3,26,14,True
955588,2023-06-24,27,17,2,True
955589,2023-06-24,34,65,5,True
955590,2023-06-24,35,28,6,True
955591,2023-06-24,40,55,8,False
955592,2023-06-24,21,4,20,True
955593,2023-06-24,34,36,5,False
955594,2023-06-24,7,74,10,False
955595,2023-06-24,34,53,5,False
955596,2023-06-24,31,59,14,False
955597,2023-06-24,40,20,15,False
955598,2023-06-24,32,93,20,False
955599,2023-06-24,27,52,6,False
955600,2023-06-24,21,30,5,True
955601,2023-06-24,5,61,10,False
955602,2023-06-24,14,86,15,False
955603,2023-06-24,40,71,5,False
955604,2023-06-24,25,8,12,True
955605,2023-06-24,13,29,8,False
955606,2023-06-24,26,88,14,False
955607,2023-06-24,28,70,15,False
955608,2023-06-24,22,22,2,True
955609,2023-06-24,34,33,20,False
955610,2023-06-24,7,88,12,False
955611,2023-06-24,15,13,8,True
955612,2023-06-24,23,49,15,False
955613,2023-06-24,25,32,6,True
955614,2023-06-24,2,88,15,True
955615,2023-06-24,36,25,12,True
955616,2023-06-24,5,24,14,False
955617,2023-06-24,11,77,8,False
955618,2023-06-24,15,40,14,False
955619,2023-06-24,8,36,12,False
955620,2023-06-24,12,17,1,True
955621,2023-06-24,10,62,15,False
955622,2023-06-24,1,87,5,True
955623,2023-06-24,24,19,2,False
955624,2023-06-24,32,90,20,False
955625,2023-06-24,39,60,6,True
955626,2023-06-24,22,66,20,False
955627,2023-06-24,27,90,1,True
955628,2023-06-24,8,16,12,False
955629,2023-06-24,29,9,25,False
955630,2023-06-24,33,69,10,True
955631,2023-06-24,4,64,25,False
955632,2023-06-24,1,24,25,False
955633,2023-06-24,15,98,25,False
955634,2023-06-24,23,63,5,False
955635,2023-06-24,23,88,12,False
955636,2023-06-24,19,2,10,False
955637,2023-06-24,26,47,14,False
955638,2023-06-24,12,75,2,False
955639,2023-06-24,14,95,6,False
955640,2023-06-24,6,54,6,True
955641,2023-06-24,33,15,14,False
955642,2023-06-24,14,22,2,True
955643,2023-06-24,15,44,2,True
955644,2023-06-24,4,10,10,False
955645,2023-06-24,27,73,2,False
955646,2023-06-24,35,87,25,False
955647,2023-06-24,36,75,6,False
955648,2023-06-24,12,8,1,True
955649,2023-06-24,40,79,10,False
955650,2023-06-24,16,57,20,False
955651,2023-06-24,11,69,1,True
955652,2023-06-24,5,29,20,False
955653,2023-06-24,11,94,6,False
955654,2023-06-24,8,10,14,False
955655,2023-06-24,4,37,14,False
955656,2023-06-24,16,88,8,False
955657,2023-06-24,6,73,1,True
955658,2023-06-24,4,82,25,False
955659,2023-06-24,34,15,1,True
955660,2023-06-24,17,4,8,False
955661,2023-06-24,22,18,20,False
955662,2023-06-24,36,43,15,False
955663,2023-06-24,21,33,12,False
955664,2023-06-24,33,68,2,False
955665,2023-06-24,30,19,2,True
955666,2023-06-24,10,52,25,False
955667,2023-06-24,18,65,10,True
955668,2023-06-24,13,47,8,False
955669,2023-06-24,39,62,6,True
955670,2023-06-24,9,8,20,False
955671,2023-06-24,33,5,2,False
955672,2023-06-24,16,37,1,True
955673,2023-06-24,38,39,1,True
955674,2023-06-24,13,69,20,False
955675,2023-06-24,21,99,20,False
955676,2023-06-24,11,93,6,False
955677,2023-06-24,14,80,2,False
955678,2023-06-24,17,77,20,False
955679,2023-06-24,17,74,14,False
955680,2023-06-24,34,76,20,False
955681,2023-06-24,36,12,8,False
955682,2023-06-24,11,8,2,False
955683,2023-06-24,22,63,10,False
955684,2023-06-24,20,29,8,True
955685,2023-06-24,27,87,25,False
955686,2023-06-24,23,53,20,False
955687,2023-06-24,6,25,20,True
955688,2023-06-24,38,5,15,False
955689,2023-06-24,21,100,15,False
955690,2023-06-24,19,60,1,True
955691,2023-06-24,18,61,20,False
955692,2023-06-24,1,19,8,True
955693,2023-06-24,18,60,14,False
955694,2023-06-24,5,72,8,False
955695,2023-06-24,8,92,6,False
955696,2023-06-24,4,25,14,False
955697,2023-06-24,5,96,12,False
955698,2023-06-24,25,65,12,False
955699,2023-06-24,36,44,8,False
955700,2023-06-24,29,88,6,False
955701,2023-06-24,30,77,25,False
955702,2023-06-24,1,44,20,False
955703,2023-06-24,38,99,25,False
955704,2023-06-24,40,6,10,False
955705,2023-06-24,2,9,20,False
955706,2023-06-24,12,40,5,False
955707,2023-06-24,32,71,20,False
955708,2023-06-24,30,15,5,True
955709,2023-06-24,17,76,8,False
955710,2023-06-24,34,16,20,False
955711,2023-06-24,20,72,1,True
955712,2023-06-24,28,79,8,False
955713,2023-06-24,1,95,8,True
955714,2023-06-24,14,99,1,True
955715,2023-06-24,40,32,14,False
955716,2023-06-24,11,67,8,False
955717,2023-06-24,37,29,8,False
955718,2023-06-24,26,17,5,True
955719,2023-06-24,28,78,12,False
955720,2023-06-24,17,64,14,False
955721,2023-06-24,38,98,15,False
955722,2023-06-24,10,37,25,False
955723,2023-06-24,34,48,12,False
955724,2023-06-24,7,46,20,False
955725,2023-06-24,34,55,12,False
955726,2023-06-24,24,81,8,False
955727,2023-06-24,19,87,14,False
955728,2023-06-24,24,17,8,False
955729,2023-06-24,40,82,25,False
955730,2023-06-24,23,3,2,False
955731,2023-06-24,6,54,2,True
955732,2023-06-24,14,58,5,False
955733,2023-06-24,8,98,14,False
955734,2023-06-24,6,49,15,False
955735,2023-06-24,22,11,12,False
955736,2023-06-24,12,17,2,False
955737,2023-06-24,27,1,20,False
955738,2023-06-24,19,2,6,False
955739,2023-06-24,38,69,25,False
955740,2023-06-24,20,98,2,False
955741,2023-06-24,8,14,10,False
955742,2023-06-24,28,67,15,False
955743,2023-06-24,11,90,1,False
955744,2023-06-24,37,55,1,True
955745,2023-06-24,39,68,2,True
955746,2023-06-24,29,28,25,False
955747,2023-06-24,13,38,25,False
955748,2023-06-24,11,3,25,False
955749,2023-06-24,9,52,6,False
955750,2023-06-24,14,38,10,False
955751,2023-06-24,39,12,25,False
955752,2023-06-24,22,73,10,False
955753,2023-06-24,39,98,2,True
955754,2023-06-24,24,46,5,False
955755,2023-06-24,25,62,5,True
955756,2023-06-24,4,72,15,False
955757,2023-06-24,4,52,25,False
955758,2023-06-24,10,60,12,False
955759,2023-06-24,18,46,25,False
955760,2023-06-24,1,100,2,True
955761,2023-06-24,4,21,25,False
955762,2023-06-24,26,24,1,True
955763,2023-06-24,5,22,10,False
955764,2023-06-24,12,86,8,False
955765,2023-06-24,24,22,25,False
955766,2023-06-24,13,18,14,False
955767,2023-06-24,34,93,5,False
955768,2023-06-24,22,56,5,False
955769,2023-06-24,14,91,6,False
955770,2023-06-24,27,30,5,False
955771,2023-06-24,4,96,2,False
955772,2023-06-24,7,52,12,False
955773,2023-06-24,21,64,12,False
955774,2023-06-24,33,69,5,False
955775,2023-06-24,21,5,2,True
955776,2023-06-24,11,66,5,False
955777,2023-06-24,6,51,12,False
955778,2023-06-24,12,75,25,False
955779,2023-06-24,5,49,1,False
955780,2023-06-24,33,28,1,False
955781,2023-06-24,15,2,1,False
955782,2023-06-24,37,15,8,False
955783,2023-06-24,4,57,5,False
955784,2023-06-24,24,14,25,False
955785,2023-06-24,3,97,14,True
955786,2023-06-24,9,45,15,False
955787,2023-06-24,24,75,8,False
955788,2023-06-24,35,82,15,False
955789,2023-06-24,39,53,10,False
955790,2023-06-24,29,18,20,False
955791,2023-06-24,21,68,14,False
955792,2023-06-24,13,71,14,False
955793,2023-06-24,5,39,6,False
955794,2023-06-24,24,94,20,False
955795,2023-06-24,33,69,6,False
955796,2023-06-24,26,24,8,False
955797,2023-06-24,35,69,15,False
955798,2023-06-24,7,86,14,False
955799,2023-06-24,24,3,14,False
955800,2023-06-24,36,93,5,False
955801,2023-06-24,4,9,14,False
955802,2023-06-24,24,57,8,False
955803,2023-06-24,14,43,12,False
955804,2023-06-24,12,94,14,False
955805,2023-06-24,21,48,10,False
955806,2023-06-24,38,57,2,True
955807,2023-06-24,19,48,10,False
955808,2023-06-24,19,37,10,False
955809,2023-06-24,24,49,10,False
955810,2023-06-24,35,15,2,True
955811,2023-06-24,18,87,20,False
955812,2023-06-24,33,99,12,False
955813,2023-06-24,5,49,8,False
955814,2023-06-24,11,24,25,False
955815,2023-06-24,32,66,20,False
955816,2023-06-24,35,1,25,False
955817,2023-06-24,34,94,15,False
955818,2023-06-24,16,18,12,False
955819,2023-06-24,28,26,6,False
955820,2023-06-24,5,17,8,False
955821,2023-06-24,33,50,5,False
955822,2023-06-24,37,52,25,False
955823,2023-06-24,30,13,8,True
955824,2023-06-24,13,27,10,False
955825,2023-06-24,35,41,5,False
955826,2023-06-24,30,64,8,False
955827,2023-06-24,5,14,12,False
955828,2023-06-24,36,80,10,False
955829,2023-06-24,35,65,20,False
955830,2023-06-24,2,19,2,False
955831,2023-06-24,23,27,12,False
955832,2023-06-24,35,24,8,False
955833,2023-06-24,19,71,5,False
955834,2023-06-24,21,93,25,False
955835,2023-06-24,28,29,10,False
955836,2023-06-24,38,22,6,True
955837,2023-06-24,12,50,15,False
955838,2023-06-24,1,83,8,False
955839,2023-06-24,28,20,12,False
955840,2023-06-24,17,47,10,False
955841,2023-06-24,2,25,12,False
955842,2023-06-24,20,60,1,True
955843,2023-06-24,2,89,14,False
955844,2023-06-24,30,94,2,True
955845,2023-06-24,3,7,8,False
955846,2023-06-24,28,18,14,False
955847,2023-06-24,21,56,1,True
955848,2023-06-24,8,40,20,False
955849,2023-06-24,35,25,2,True
955850,2023-06-24,11,82,25,False
955851,2023-06-24,3,25,12,False
955852,2023-06-24,32,16,25,False
955853,2023-06-24,17,53,15,False
955854,2023-06-24,23,25,6,False
955855,2023-06-24,2,17,15,False
955856,2023-06-24,5,12,12,False
955857,2023-06-24,37,77,6,False
955858,2023-06-24,39,24,20,False
955859,2023-06-24,40,56,1,True
955860,2023-06-24,23,19,12,False
955861,2023-06-24,29,15,12,False
955862,2023-06-24,4,35,14,False
955863,2023-06-24,17,82,5,True
955864,2023-06-24,35,79,5,False
955865,2023-06-24,6,54,2,False
955866,2023-06-24,8,4,1,True
955867,2023-06-24,36,18,8,False
955868,2023-06-24,5,78,25,False
955869,2023-06-24,4,87,20,False
955870,2023-06-24,15,27,8,False
955871,2023-06-24,20,33,8,False
955872,2023-06-24,38,22,6,False
955873,2023-06-24,36,65,6,False
955874,2023-06-24,28,54,5,True
955875,2023-06-24,18,34,14,False
955876,2023-06-24,20,6,25,False
955877,2023-06-24,9,84,14,False
955878,2023-06-24,22,92,1,True
955879,2023-06-24,20,78,20,False
955880,2023-06-24,28,39,12,False
955881,2023-06-24,12,76,12,False
955882,2023-06-24,35,43,2,False
955883,2023-06-24,30,39,2,True
955884,2023-06-24,28,79,10,False
955885,2023-06-24,20,56,12,False
955886,2023-06-24,27,78,10,False
955887,2023-06-24,3,34,12,False
955888,2023-06-24,9,96,6,False
955889,2023-06-24,31,77,8,True
955890,2023-06-24,40,13,2,False
955891,2023-06-24,7,57,1,True
955892,2023-06-24,17,100,1,True
955893,2023-06-24,30,86,5,False
955894,2023-06-24,16,57,5,False
955895,2023-06-24,32,68,1,True
955896,2023-06-24,17,96,2,False
955897,2023-06-24,35,37,12,False
955898,2023-06-24,4,97,25,False
955899,2023-06-24,35,36,25,False
955900,2023-06-24,10,48,1,True
955901,2023-06-24,30,87,15,False
955902,2023-06-24,21,100,25,False
955903,2023-06-24,31,98,14,False
955904,2023-06-24,13,24,1,True
955905,2023-06-24,28,14,8,False
955906,2023-06-24,6,89,10,False
955907,2023-06-24,5,73,15,False
955908,2023-06-24,4,6,14,False
955909,2023-06-24,10,2,6,False
955910,2023-06-24,21,2,20,False
955911,2023-06-24,38,55,12,False
955912,2023-06-24,38,43,5,False
955913,2023-06-24,34,33,5,False
955914,2023-06-24,24,53,12,False
955915,2023-06-24,22,71,2,False
955916,2023-06-24,3,83,15,False
955917,2023-06-24,38,52,5,False
955918,2023-06-24,27,65,6,False
955919,2023-06-24,18,39,25,False
955920,2023-06-24,5,84,8,False
955921,2023-06-24,27,21,6,False
955922,2023-06-24,35,24,14,False
955923,2023-06-24,22,16,15,False
955924,2023-06-24,11,5,14,False
955925,2023-06-24,1,21,6,False
955926,2023-06-24,9,25,1,False
955927,2023-06-24,21,82,5,True
955928,2023-06-24,35,43,15,False
955929,2023-06-24,1,39,25,False
955930,2023-06-24,20,69,15,False
955931,2023-06-24,4,30,10,False
955932,2023-06-24,8,7,2,False
955933,2023-06-24,32,52,1,True
955934,2023-06-24,10,54,1,True
955935,2023-06-24,39,10,12,False
955936,2023-06-24,32,30,5,True
955937,2023-06-24,38,66,6,False
955938,2023-06-24,10,54,15,False
955939,2023-06-24,23,51,10,False
955940,2023-06-24,40,96,14,False
955941,2023-06-24,23,90,5,False
955942,2023-06-24,3,97,2,True
955943,2023-06-24,6,68,6,False
955944,2023-06-24,12,20,8,False
955945,2023-06-24,36,46,14,False
955946,2023-06-24,29,9,1,True
955947,2023-06-24,32,70,12,False
955948,2023-06-24,6,45,20,False
955949,2023-06-24,17,44,14,False
955950,2023-06-24,28,31,2,False
955951,2023-06-24,9,29,14,False
955952,2023-06-24,11,59,14,False
955953,2023-06-24,26,17,15,False
955954,2023-06-24,38,71,8,False
955955,2023-06-24,16,35,14,False
955956,2023-06-24,25,75,2,False
955957,2023-06-24,34,60,15,False
955958,2023-06-24,9,66,15,False
955959,2023-06-24,3,50,8,False
955960,2023-06-24,8,53,10,False
955961,2023-06-24,10,77,2,True
955962,2023-06-24,31,96,6,False
955963,2023-06-24,23,87,25,False
955964,2023-06-24,20,80,12,False
955965,2023-06-24,8,11,14,False
955966,2023-06-24,15,100,25,False
955967,2023-06-24,12,99,8,False
955968,2023-06-24,9,25,6,False
955969,2023-06-24,13,13,25,False
955970,2023-06-24,14,66,1,False
955971,2023-06-24,25,30,5,False
955972,2023-06-24,36,2,12,False
955973,2023-06-24,28,52,12,False
955974,2023-06-24,23,50,20,False
955975,2023-06-24,1,70,15,False
955976,2023-06-24,8,86,20,False
955977,2023-06-24,6,82,2,False
955978,2023-06-24,9,90,10,False
955979,2023-06-24,39,3,15,False
955980,2023-06-24,5,74,25,False
955981,2023-06-24,22,6,20,False
955982,2023-06-24,22,96,25,False
955983,2023-06-24,11,69,8,False
955984,2023-06-24,17,7,20,False
955985,2023-06-24,38,34,20,False
955986,2023-06-24,3,66,1,True
955987,2023-06-24,35,95,20,False
955988,2023-06-24,5,59,10,False
955989,2023-06-24,2,22,12,False
955990,2023-06-24,9,46,6,False
955991,2023-06-24,12,42,5,False
955992,2023-06-24,35,9,2,False
955993,2023-06-24,36,31,5,False
955994,2023-06-24,22,77,2,False
955995,2023-06-24,39,72,15,False
955996,2023-06-24,37,51,15,False
955997,2023-06-24,9,29,5,False
955998,2023-06-24,2,64,15,False
955999,2023-06-24,10,79,2,True
956000,2023-06-24,32,96,8,False
956001,2023-06-24,1,64,25,False
956002,2023-06-24,11,73,20,False
956003,2023-06-24,13,12,2,True
956004,2023-06-24,9,70,15,False
956005,2023-06-24,7,26,5,True
956006,2023-06-24,20,54,2,False
956007,2023-06-24,3,11,12,False
956008,2023-06-24,27,74,12,False
956009,2023-06-24,23,62,1,True
956010,2023-06-24,11,33,8,False
956011,2023-06-24,39,70,6,False
956012,2023-06-24,26,56,14,False
956013,2023-06-24,30,27,12,False
956014,2023-06-24,11,42,8,False
956015,2023-06-24,32,88,15,False
956016,2023-06-24,26,31,15,False
956017,2023-06-24,13,31,12,False
956018,2023-06-24,23,97,10,False
956019,2023-06-24,27,22,2,False
956020,2023-06-24,5,24,25,False
956021,2023-06-24,37,2,8,False
956022,2023-06-24,22,30,10,False
956023,2023-06-24,38,80,14,False
956024,2023-06-24,13,39,8,False
956025,2023-06-24,33,22,15,False
956026,2023-06-24,9,65,14,False
956027,2023-06-24,21,76,8,False
956028,2023-06-24,13,35,2,True
956029,2023-06-24,12,9,6,False
956030,2023-06-24,32,61,2,True
956031,2023-06-24,30,71,5,False
956032,2023-06-24,13,84,2,True
956033,2023-06-24,40,75,5,False
956034,2023-06-24,16,61,5,False
956035,2023-06-24,34,74,14,False
956036,2023-06-24,2,1,10,False
956037,2023-06-24,6,5,14,False
956038,2023-06-24,37,2,6,False
956039,2023-06-24,30,17,14,False
956040,2023-06-24,33,90,15,False
956041,2023-06-24,30,44,1,True
956042,2023-06-24,24,55,25,False
956043,2023-06-24,3,31,1,True
956044,2023-06-24,12,74,14,False
956045,2023-06-24,6,76,25,False
956046,2023-06-24,1,68,10,False
956047,2023-06-24,7,86,20,False
956048,2023-06-24,2,28,2,False
956049,2023-06-24,27,66,8,False
956050,2023-06-24,6,86,20,False
956051,2023-06-24,9,96,6,False
956052,2023-06-24,17,4,6,False
956053,2023-06-24,15,82,12,False
956054,2023-06-24,10,96,6,False
956055,2023-06-24,6,51,10,False
956056,2023-06-24,8,18,15,False
956057,2023-06-24,8,47,1,False
956058,2023-06-24,10,58,8,False
956059,2023-06-24,29,54,5,False
956060,2023-06-24,7,76,20,False
956061,2023-06-24,9,69,5,False
956062,2023-06-24,38,53,20,False
956063,2023-06-24,7,20,2,False
956064,2023-06-24,35,60,15,False
956065,2023-06-24,29,18,15,False
956066,2023-06-24,4,14,1,False
956067,2023-06-24,28,68,2,False
956068,2023-06-24,20,19,12,False
956069,2023-06-24,19,70,25,False
956070,2023-06-24,38,22,6,False
956071,2023-06-24,40,9,10,False
956072,2023-06-24,7,34,1,True
956073,2023-06-24,4,16,20,False
956074,2023-06-24,33,27,15,False
956075,2023-06-24,4,68,2,False
956076,2023-06-24,37,56,2,True
956077,2023-06-24,23,36,5,False
956078,2023-06-24,26,43,12,False
956079,2023-06-24,25,5,20,False
956080,2023-06-24,23,66,25,False
956081,2023-06-24,12,42,20,False
956082,2023-06-24,23,84,15,False
956083,2023-06-24,7,61,8,False
956084,2023-06-24,3,80,25,False
956085,2023-06-24,24,74,20,False
956086,2023-06-24,3,3,8,False
956087,2023-06-24,39,87,2,True
956088,2023-06-24,9,2,2,False
956089,2023-06-24,20,19,15,False
956090,2023-06-24,8,92,10,False
956091,2023-06-24,22,73,5,False
956092,2023-06-24,11,33,10,False
956093,2023-06-24,14,60,8,False
956094,2023-06-24,39,92,10,False
956095,2023-06-24,21,74,12,False
956096,2023-06-24,33,82,2,False
956097,2023-06-24,1,37,8,False
956098,2023-06-24,26,45,15,False
