OrderId,OrderDate,ProdId,CustId,Qty,IsHonored
955614,2023-06-28,38,51,10,False
955615,2023-06-28,21,20,25,False
955616,2023-06-28,5,60,6,False
955617,2023-06-28,20,65,5,False
955618,2023-06-28,28,88,1,True
955619,2023-06-28,31,75,10,False
955620,2023-06-28,32,84,15,False
955621,2023-06-28,20,86,10,False
955622,2023-06-28,2,72,15,False
955623,2023-06-28,6,68,10,True
955624,2023-06-28,19,37,25,False
955625,2023-06-28,30,2,6,False
955626,2023-06-28,3,53,25,False
955627,2023-06-28,12,94,15,False
955628,2023-06-28,25,54,15,False
955629,2023-06-28,19,67,10,True
955630,2023-06-28,37,53,6,False
955631,2023-06-28,25,30,2,True
955632,2023-06-28,30,31,6,False
955633,2023-06-28,33,27,8,False
955634,2023-06-28,34,63,5,False
955635,2023-06-28,20,1,6,False
955636,2023-06-28,17,59,25,False
955637,2023-06-28,38,54,1,False
955638,2023-06-28,27,85,14,False
955639,2023-06-28,28,47,6,True
955640,2023-06-28,24,18,25,False
955641,2023-06-28,17,40,12,False
955642,2023-06-28,1,66,5,True
955643,2023-06-28,35,61,6,False
955644,2023-06-28,9,44,1,True
955645,2023-06-28,36,82,14,False
955646,2023-06-28,16,80,14,False
955647,2023-06-28,20,34,10,False
955648,2023-06-28,34,85,10,False
955649,2023-06-28,24,95,10,False
955650,2023-06-28,27,9,6,True
955651,2023-06-28,26,40,20,False
955652,2023-06-28,28,80,8,True
955653,2023-06-28,40,33,14,False
955654,2023-06-28,33,78,14,False
955655,2023-06-28,24,98,10,False
955656,2023-06-28,13,12,6,False
955657,2023-06-28,36,90,14,False
955658,2023-06-28,2,67,2,True
955659,2023-06-28,21,69,12,False
955660,2023-06-28,27,83,25,False
955661,2023-06-28,13,74,15,False
955662,2023-06-28,3,88,12,False
955663,2023-06-28,20,68,8,False
955664,2023-06-28,19,4,20,False
955665,2023-06-28,10,41,10,False
955666,2023-06-28,22,44,10,False
955667,2023-06-28,36,69,15,False
955668,2023-06-28,34,78,6,False
955669,2023-06-28,4,58,14,False
955670,2023-06-28,26,45,12,False
955671,2023-06-28,5,84,15,False
955672,2023-06-28,15,9,10,False
955673,2023-06-28,23,33,12,False
955674,2023-06-28,12,66,5,False
955675,2023-06-28,8,23,20,False
955676,2023-06-28,27,73,6,False
955677,2023-06-28,15,25,2,True
955678,2023-06-28,3,26,1,True
955679,2023-06-28,21,74,2,True
955680,2023-06-28,32,63,15,False
955681,2023-06-28,37,51,5,False
955682,2023-06-28,40,59,6,False
955683,2023-06-28,22,51,5,True
955684,2023-06-28,35,7,6,False
955685,2023-06-28,14,25,12,False
955686,2023-06-28,35,88,2,True
955687,2023-06-28,38,64,20,False
955688,2023-06-28,11,94,10,False
955689,2023-06-28,2,97,10,False
955690,2023-06-28,38,84,6,False
955691,2023-06-28,15,67,2,False
955692,2023-06-28,35,9,10,False
955693,2023-06-28,29,53,25,False
955694,2023-06-28,5,55,14,False
955695,2023-06-28,8,37,2,False
955696,2023-06-28,22,85,10,False
955697,2023-06-28,32,53,25,False
955698,2023-06-28,36,84,12,False
955699,2023-06-28,36,11,25,False
955700,2023-06-28,25,57,20,False
955701,2023-06-28,17,49,6,False
955702,2023-06-28,1,79,6,False
955703,2023-06-28,11,34,1,True
955704,2023-06-28,19,45,25,False
955705,2023-06-28,26,61,15,False
955706,2023-06-28,39,48,6,False
955707,2023-06-28,7,91,5,True
955708,2023-06-28,24,12,25,False
955709,2023-06-28,11,33,20,False
955710,2023-06-28,3,37,14,False
955711,2023-06-28,21,97,5,True
955712,2023-06-28,24,1,2,True
955713,2023-06-28,22,86,2,False
955714,2023-06-28,20,75,8,False
955715,2023-06-28,22,19,25,False
955716,2023-06-28,28,7,1,True
955717,2023-06-28,14,89,1,True
955718,2023-06-28,11,87,25,False
955719,2023-06-28,31,85,1,False
955720,2023-06-28,9,53,6,False
955721,2023-06-28,26,44,1,True
955722,2023-06-28,25,51,2,False
955723,2023-06-28,2,20,5,False
955724,2023-06-28,38,32,12,False
955725,2023-06-28,7,29,2,True
955726,2023-06-28,20,50,2,False
955727,2023-06-28,39,88,1,True
955728,2023-06-28,16,14,6,False
955729,2023-06-28,11,11,6,False
955730,2023-06-28,29,47,15,False
955731,2023-06-28,35,91,6,False
955732,2023-06-28,26,28,6,False
955733,2023-06-28,20,49,5,False
955734,2023-06-28,32,27,12,False
955735,2023-06-28,28,81,12,False
955736,2023-06-28,9,76,8,False
955737,2023-06-28,15,35,1,True
955738,2023-06-28,4,14,6,False
955739,2023-06-28,5,2,8,False
955740,2023-06-28,5,100,5,False
955741,2023-06-28,1,11,2,True
955742,2023-06-28,27,28,6,False
955743,2023-06-28,30,67,2,True
955744,2023-06-28,10,39,10,False
955745,2023-06-28,20,75,6,False
955746,2023-06-28,10,39,6,True
955747,2023-06-28,26,29,10,False
955748,2023-06-28,1,12,2,False
955749,2023-06-28,6,94,20,True
955750,2023-06-28,22,17,6,False
955751,2023-06-28,14,34,5,False
955752,2023-06-28,28,42,6,False
955753,2023-06-28,4,98,2,True
955754,2023-06-28,15,44,20,False
955755,2023-06-28,29,14,2,True
955756,2023-06-28,21,1,5,False
955757,2023-06-28,8,72,5,False
955758,2023-06-28,26,98,2,False
955759,2023-06-28,17,41,15,False
955760,2023-06-28,29,71,10,False
955761,2023-06-28,30,18,6,False
955762,2023-06-28,10,59,8,False
955763,2023-06-28,20,84,12,False
955764,2023-06-28,30,3,1,True
955765,2023-06-28,21,70,8,False
955766,2023-06-28,13,36,15,False
955767,2023-06-28,17,36,12,False
955768,2023-06-28,30,58,6,False
955769,2023-06-28,18,98,10,False
955770,2023-06-28,33,57,5,False
955771,2023-06-28,25,97,5,False
955772,2023-06-28,31,27,20,False
955773,2023-06-28,36,24,10,False
955774,2023-06-28,12,13,12,False
955775,2023-06-28,37,59,14,False
955776,2023-06-28,34,20,12,False
955777,2023-06-28,29,95,5,False
955778,2023-06-28,22,22,5,False
955779,2023-06-28,29,52,15,False
955780,2023-06-28,36,85,5,False
955781,2023-06-28,39,4,25,False
955782,2023-06-28,26,2,6,False
955783,2023-06-28,23,10,8,True
955784,2023-06-28,27,95,14,False
955785,2023-06-28,19,60,5,False
955786,2023-06-28,11,92,12,False
955787,2023-06-28,16,3,10,False
955788,2023-06-28,1,17,12,False
955789,2023-06-28,3,2,20,False
955790,2023-06-28,19,39,15,False
955791,2023-06-28,33,67,12,False
955792,2023-06-28,11,53,2,False
955793,2023-06-28,10,16,14,False
955794,2023-06-28,28,60,1,True
955795,2023-06-28,7,52,1,True
955796,2023-06-28,19,59,6,False
955797,2023-06-28,28,33,12,False
955798,2023-06-28,5,36,15,False
955799,2023-06-28,22,37,25,False
955800,2023-06-28,34,79,10,False
955801,2023-06-28,2,89,1,True
955802,2023-06-28,9,7,12,False
955803,2023-06-28,23,59,12,False
955804,2023-06-28,35,52,8,False
955805,2023-06-28,2,16,15,False
955806,2023-06-28,31,5,12,False
955807,2023-06-28,24,68,2,True
955808,2023-06-28,16,83,8,False
955809,2023-06-28,29,99,15,False
955810,2023-06-28,37,40,10,False
955811,2023-06-28,9,7,12,False
955812,2023-06-28,26,19,25,False
955813,2023-06-28,23,73,8,False
955814,2023-06-28,4,49,25,False
955815,2023-06-28,7,56,1,True
955816,2023-06-28,12,62,14,False
955817,2023-06-28,26,50,25,False
955818,2023-06-28,15,47,12,False
955819,2023-06-28,23,60,2,False
955820,2023-06-28,9,47,6,False
955821,2023-06-28,39,37,5,False
955822,2023-06-28,3,71,14,False
955823,2023-06-28,2,80,6,False
955824,2023-06-28,3,82,6,True
955825,2023-06-28,9,25,15,False
955826,2023-06-28,23,18,8,False
955827,2023-06-28,18,4,14,False
955828,2023-06-28,16,7,15,False
955829,2023-06-28,9,27,25,False
955830,2023-06-28,15,59,8,False
955831,2023-06-28,26,44,15,False
955832,2023-06-28,29,41,6,False
955833,2023-06-28,36,23,1,True
955834,2023-06-28,14,96,6,False
955835,2023-06-28,25,79,2,False
955836,2023-06-28,38,65,15,False
955837,2023-06-28,27,1,15,False
955838,2023-06-28,37,71,5,False
955839,2023-06-28,4,31,2,False
955840,2023-06-28,5,34,2,False
955841,2023-06-28,28,90,12,False
955842,2023-06-28,37,41,8,False
955843,2023-06-28,10,54,14,False
955844,2023-06-28,18,2,25,False
955845,2023-06-28,13,49,8,False
955846,2023-06-28,39,4,2,True
955847,2023-06-28,22,55,5,False
955848,2023-06-28,12,32,12,False
955849,2023-06-28,30,29,2,False
955850,2023-06-28,10,33,2,True
955851,2023-06-28,23,71,8,False
955852,2023-06-28,26,84,5,False
955853,2023-06-28,23,100,15,False
955854,2023-06-28,28,43,25,False
955855,2023-06-28,10,66,8,False
955856,2023-06-28,21,21,6,False
955857,2023-06-28,3,96,5,False
955858,2023-06-28,26,15,12,False
955859,2023-06-28,25,82,25,False
955860,2023-06-28,15,3,14,False
955861,2023-06-28,4,44,14,False
955862,2023-06-28,39,96,25,False
955863,2023-06-28,1,5,25,False
955864,2023-06-28,19,40,25,False
955865,2023-06-28,15,46,20,False
955866,2023-06-28,20,77,12,False
955867,2023-06-28,31,74,1,False
955868,2023-06-28,40,74,12,False
955869,2023-06-28,32,29,14,False
955870,2023-06-28,39,32,12,False
955871,2023-06-28,18,42,10,False
955872,2023-06-28,14,68,6,False
955873,2023-06-28,26,48,1,True
955874,2023-06-28,24,90,14,False
955875,2023-06-28,1,89,20,False
955876,2023-06-28,20,19,25,False
955877,2023-06-28,25,91,1,False
955878,2023-06-28,15,3,10,False
955879,2023-06-28,20,77,2,False
955880,2023-06-28,38,42,15,False
955881,2023-06-28,25,80,15,False
955882,2023-06-28,23,92,14,False
955883,2023-06-28,25,38,5,False
955884,2023-06-28,36,27,6,False
955885,2023-06-28,2,10,25,False
955886,2023-06-28,31,37,15,False
955887,2023-06-28,15,5,20,False
955888,2023-06-28,31,22,14,False
955889,2023-06-28,37,51,8,False
955890,2023-06-28,12,1,15,False
955891,2023-06-28,8,53,20,False
955892,2023-06-28,5,37,10,False
955893,2023-06-28,33,84,10,False
955894,2023-06-28,34,7,8,False
955895,2023-06-28,35,19,20,False
955896,2023-06-28,11,9,5,False
955897,2023-06-28,8,27,10,False
955898,2023-06-28,31,51,1,False
955899,2023-06-28,27,11,2,False
955900,2023-06-28,29,85,25,False
955901,2023-06-28,23,20,1,True
955902,2023-06-28,19,50,5,False
955903,2023-06-28,7,55,10,False
955904,2023-06-28,24,17,10,False
955905,2023-06-28,10,48,5,False
955906,2023-06-28,16,25,14,False
955907,2023-06-28,10,45,8,False
955908,2023-06-28,34,61,1,False
955909,2023-06-28,7,29,12,False
955910,2023-06-28,13,55,10,False
955911,2023-06-28,25,74,12,False
955912,2023-06-28,7,92,1,False
955913,2023-06-28,16,50,25,False
955914,2023-06-28,10,57,25,False
955915,2023-06-28,30,45,25,False
955916,2023-06-28,39,79,10,False
955917,2023-06-28,8,100,8,False
955918,2023-06-28,21,51,5,False
955919,2023-06-28,29,60,15,False
955920,2023-06-28,31,82,25,False
955921,2023-06-28,33,43,8,False
955922,2023-06-28,34,84,15,False
955923,2023-06-28,39,51,5,False
955924,2023-06-28,6,27,15,False
955925,2023-06-28,12,26,5,False
955926,2023-06-28,39,46,20,False
955927,2023-06-28,3,90,8,False
955928,2023-06-28,24,11,1,True
955929,2023-06-28,11,42,25,False
955930,2023-06-28,7,37,2,False
955931,2023-06-28,19,68,5,False
955932,2023-06-28,19,39,15,False
955933,2023-06-28,35,97,2,False
955934,2023-06-28,2,7,12,False
955935,2023-06-28,5,98,14,False
955936,2023-06-28,38,89,15,False
955937,2023-06-28,36,70,20,False
955938,2023-06-28,14,52,20,False
955939,2023-06-28,33,3,25,False
955940,2023-06-28,26,30,12,False
955941,2023-06-28,37,61,2,False
955942,2023-06-28,35,58,15,False
955943,2023-06-28,1,99,25,False
955944,2023-06-28,3,15,25,False
955945,2023-06-28,4,99,15,False
955946,2023-06-28,32,80,5,True
955947,2023-06-28,36,85,14,False
955948,2023-06-28,26,79,1,False
955949,2023-06-28,14,1,25,False
955950,2023-06-28,20,63,15,False
955951,2023-06-28,38,4,6,False
955952,2023-06-28,16,65,25,False
955953,2023-06-28,27,22,14,False
955954,2023-06-28,35,42,10,False
955955,2023-06-28,19,15,20,False
955956,2023-06-28,15,24,8,False
955957,2023-06-28,6,15,20,False
955958,2023-06-28,34,77,8,False
955959,2023-06-28,23,25,25,False
955960,2023-06-28,30,37,2,False
955961,2023-06-28,24,78,5,False
955962,2023-06-28,31,94,12,False
955963,2023-06-28,40,67,10,False
955964,2023-06-28,1,5,8,False
955965,2023-06-28,7,95,12,False
955966,2023-06-28,8,73,20,False
955967,2023-06-28,13,79,1,True
955968,2023-06-28,37,7,8,False
955969,2023-06-28,14,42,15,False
955970,2023-06-28,15,16,1,False
955971,2023-06-28,2,34,25,False
955972,2023-06-28,6,46,8,False
955973,2023-06-28,37,100,10,False
955974,2023-06-28,34,57,12,False
955975,2023-06-28,2,42,12,False
955976,2023-06-28,29,92,5,False
955977,2023-06-28,28,74,6,False
955978,2023-06-28,19,4,10,False
955979,2023-06-28,29,75,2,False
955980,2023-06-28,9,41,15,False
955981,2023-06-28,18,51,25,False
955982,2023-06-28,9,88,25,False
955983,2023-06-28,27,75,14,False
955984,2023-06-28,30,22,20,False
955985,2023-06-28,1,81,20,False
955986,2023-06-28,25,63,10,False
955987,2023-06-28,9,3,10,False
955988,2023-06-28,35,6,5,False
955989,2023-06-28,25,14,12,False
955990,2023-06-28,31,88,6,False
955991,2023-06-28,28,50,25,False
955992,2023-06-28,40,86,20,False
955993,2023-06-28,18,70,10,False
955994,2023-06-28,20,72,1,False
955995,2023-06-28,19,60,2,False
955996,2023-06-28,17,37,6,False
955997,2023-06-28,21,13,14,False
955998,2023-06-28,8,38,1,True
955999,2023-06-28,8,23,1,False
956000,2023-06-28,16,27,5,True
956001,2023-06-28,16,70,15,False
956002,2023-06-28,40,87,14,False
956003,2023-06-28,16,52,15,False
956004,2023-06-28,39,9,8,False
956005,2023-06-28,22,2,20,False
956006,2023-06-28,28,54,2,True
956007,2023-06-28,19,32,12,False
956008,2023-06-28,9,11,14,False
956009,2023-06-28,31,52,2,False
956010,2023-06-28,20,83,20,False
956011,2023-06-28,31,29,12,False
956012,2023-06-28,9,75,20,False
956013,2023-06-28,25,6,2,False
956014,2023-06-28,16,23,6,False
956015,2023-06-28,1,92,8,False
956016,2023-06-28,20,35,1,False
956017,2023-06-28,4,35,14,False
956018,2023-06-28,26,68,8,False
956019,2023-06-28,35,51,10,False
956020,2023-06-28,22,44,12,False
956021,2023-06-28,1,48,2,False
956022,2023-06-28,8,23,8,False
956023,2023-06-28,2,67,14,False
956024,2023-06-28,38,46,20,False
956025,2023-06-28,40,39,20,False
956026,2023-06-28,29,80,6,False
956027,2023-06-28,2,14,20,False
956028,2023-06-28,14,44,12,False
956029,2023-06-28,24,2,1,True
956030,2023-06-28,39,81,5,False
956031,2023-06-28,39,29,2,False
956032,2023-06-28,3,95,6,False
956033,2023-06-28,36,20,2,True
956034,2023-06-28,14,76,10,False
956035,2023-06-28,30,32,15,False
956036,2023-06-28,4,42,14,False
956037,2023-06-28,20,81,12,False
956038,2023-06-28,21,78,12,False
956039,2023-06-28,20,23,15,False
956040,2023-06-28,25,61,12,False
956041,2023-06-28,23,98,1,False
956042,2023-06-28,40,57,15,False
956043,2023-06-28,21,86,6,False
956044,2023-06-28,14,44,12,False
956045,2023-06-28,31,98,20,False
